feature_set,sampling_file,training_set,model,grid_row,step,estimate_LogLoss,estimate_MSE,estimate_In_Sample_R2,estimate_R2_Holdout,estimate_AUC,ci_lower_LogLoss,ci_lower_MSE,ci_lower_In_Sample_R2,ci_lower_R2_Holdout,ci_lower_AUC,ci_upper_LogLoss,ci_upper_MSE,ci_upper_In_Sample_R2,ci_upper_R2_Holdout,ci_upper_AUC,evaluation_set,estimate_F1_Score,estimate_Accuracy,ci_lower_F1_Score,ci_lower_Accuracy,ci_upper_F1_Score,ci_upper_Accuracy,threshold_F1_Score,threshold_Accuracy,selection_set,computing_environment
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.272618765552639,0.0831112294656947,0.325575314920786,0.325585644332804,0.882665551094812,0.270037909799132,0.0822440268198144,0.320698719354986,0.320715375268431,0.880787337340655,0.274947877136821,0.083901776079062,0.330539916860915,0.330544375423773,0.884575561157624,evaluation_selection_50_percent_split,0.577614690074151,0.886114190821548,0.573106315774602,0.884763179681335,0.581842287051066,0.887523178519383,0.280183179230201,0.500183179230201,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.276099203627683,0.0842567233486983,0.321584035544447,0.321584037360551,0.880958212552234,0.273667464085617,0.0834080155950194,0.316566032345638,0.316578801888976,0.878968066031735,0.278579532872288,0.0850947792446643,0.326679827466945,0.326680367809576,0.882901331015311,evaluation_test_50_percent_split,0.576040193748308,0.884284116601872,0.571475585964164,0.882904177701175,0.58057413896284,0.885668775932103,0.280183179230201,0.500183179230201,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.266554884430191,0.0813898459567619,0.339543866924843,0.33954795937285,0.888887701856935,0.2640297929419,0.0805254893017132,0.334770931219876,0.334779243845547,0.88706888735234,0.268885207342432,0.0821661243117676,0.344564170810439,0.344572463025892,0.890742715550695,evaluation_selection_50_percent_split,0.585915939730373,0.888191179816896,0.581406949169152,0.88685977661475,0.590502986098265,0.889576323293746,0.310088164958475,0.510088164958475,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.270430001496159,0.0826694485561372,0.334364411002377,0.334365654943706,0.886670131822,0.268099366223574,0.081879948578539,0.329468010822736,0.329469415454952,0.884798940395784,0.272896618247549,0.0834953356818109,0.339381814102621,0.339383630475332,0.888486154945838,evaluation_test_50_percent_split,0.584518513877577,0.885949580971101,0.580095690831796,0.884579446039439,0.58899396729785,0.887324557368954,0.310088164958475,0.510088164958475,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.264799594343445,0.0809405885290835,0.343189466937372,0.34319176725874,0.890664603446984,0.26236505992976,0.0800984776869752,0.338371829654349,0.338387321271212,0.888836742587884,0.267118775700288,0.0817390299476682,0.348114159325936,0.348119821265656,0.892518044859684,evaluation_selection_50_percent_split,0.588240630149827,0.888825411887736,0.58383129301466,0.887484204716556,0.592692910407348,0.89023948312507,0.280054573932399,0.510054573932399,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.268933113617909,0.0822646719911173,0.337623579800226,0.337626183052282,0.888322187969459,0.266611922519045,0.0814818807796887,0.332652335495563,0.332653451576244,0.88648542098076,0.271313318449206,0.0830851396654453,0.342718492957851,0.342725311314294,0.89011821552808,evaluation_test_50_percent_split,0.586040392866219,0.88685977661475,0.581664800496511,0.885493999002658,0.590377611243776,0.888200862749275,0.280054573932399,0.510054573932399,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.305139789992696,0.0914394822578208,0.257993842444698,0.257993854019349,0.842367074002864,0.302179157448742,0.0904667972457374,0.253407102733447,0.253412586060507,0.840005504216985,0.307720645573722,0.0923045987345009,0.262796038077409,0.262801283237373,0.844824930604934,evaluation_selection_50_percent_split,0.534111704299693,0.877690039651608,0.529392167139941,0.876363235842342,0.538667273614806,0.879171528305632,0.224393794652,0.474393794652,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.307263030910227,0.0920677848267798,0.258691145867933,0.258701416508863,0.840969624150755,0.304672199248065,0.0911737170638533,0.254150199994853,0.254154028281852,0.838491107737531,0.309952089375654,0.0929888197594795,0.263382059903134,0.263390973271495,0.843329681721118,evaluation_test_50_percent_split,0.536382474395862,0.876857307466993,0.531844248969952,0.875458002701538,0.540942261405291,0.878290744569085,0.224393794652,0.474393794652,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.285661405732294,0.086925980257672,0.29461966526821,0.294835660665738,0.868991870629951,0.283050217086257,0.0860495384200326,0.289958338181622,0.290234317320341,0.867053704799639,0.288063786913936,0.0877488331629046,0.299359553618043,0.299572815437283,0.871020866464268,evaluation_selection_50_percent_split,0.556139686387395,0.8817520297847,0.551592656056753,0.880396298214951,0.560664143750546,0.883161017482534,0.26098508626523,0.49098508626523,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.288534200098016,0.0877756914657854,0.293250104978907,0.293380550080052,0.867369209915198,0.286097534191427,0.0869381307199284,0.288514442691485,0.288632007117225,0.865265238064239,0.291000502197467,0.0886002912680536,0.298099161157376,0.298199262919135,0.869456873700137,evaluation_test_50_percent_split,0.557169192032732,0.880527138838726,0.552808144731719,0.879132796576115,0.561810980469806,0.881907077739423,0.26098508626523,0.49098508626523,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.272114184568267,0.0829112362548928,0.327198204620292,0.327208509176314,0.883068791301043,0.269542846010584,0.0820395569804841,0.32231746824664,0.32232586656933,0.881202109393159,0.274401015678806,0.0836912676406383,0.332149374503199,0.332161415267458,0.884983418700136,evaluation_selection_50_percent_split,0.578267736041867,0.88660802037289,0.573674254071498,0.885320190366451,0.582713622033558,0.888021849536914,0.290178028973991,0.510178028973991,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.275276489521526,0.084000078935797,0.323650477959731,0.323650479770302,0.881787806337651,0.272848682561353,0.0831692320979106,0.318668250991518,0.318680163436896,0.879825499334807,0.277762690572338,0.084831857318293,0.328681591335464,0.328681729017791,0.883671401197055,evaluation_test_50_percent_split,0.580049524624744,0.884027518893822,0.575498610070744,0.882695994655021,0.58441006487159,0.885431665125467,0.290178028973991,0.510178028973991,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.266123935933811,0.0812807400958953,0.340429230868178,0.34043331783012,0.889320077281826,0.263662843630848,0.0804198987677473,0.335424539185759,0.335467097380755,0.887516699563961,0.26845409913426,0.0820624316884435,0.3453910764829,0.345398546956504,0.891177919391365,evaluation_selection_50_percent_split,0.586722846729921,0.888447777524946,0.582196108126949,0.887116253286145,0.591164076518368,0.889910021350866,0.290145314941619,0.500145314941619,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.269458453802922,0.0823540361674715,0.33690403978633,0.336905278981595,0.887572350584163,0.267089954624157,0.0815602930607679,0.331866884948399,0.331872549203832,0.885699132500053,0.271916500922027,0.0831807640776146,0.342003848900743,0.342004021051734,0.889401170649294,evaluation_test_50_percent_split,0.58595649003403,0.886394995860546,0.581522153196117,0.885068192051281,0.590258204728465,0.887707275271243,0.290145314941619,0.500145314941619,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.264667391798667,0.0808563356874096,0.34387315549039,0.343875453417302,0.890812113140247,0.262245945039598,0.0800114642663816,0.338850024662328,0.338850073117825,0.88899066534707,0.267040196514831,0.0816664113723566,0.348783866032469,0.348785125654184,0.892648821355523,evaluation_selection_50_percent_split,0.589888934973962,0.889265985310992,0.585582721868289,0.887973192801708,0.59426351662096,0.890684655941205,0.290058167109624,0.500058167109624,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.267933359828616,0.0818967814366896,0.340585750833904,0.340588342444124,0.889162176635807,0.265586547101053,0.0810978468219156,0.335403768775518,0.335403914243221,0.887258416329623,0.27034587629156,0.0827037375449224,0.345792413763151,0.34579797079761,0.89095479839262,evaluation_test_50_percent_split,0.589805493554412,0.886835569283802,0.585319787010152,0.885508644437882,0.594111709914028,0.888176897491636,0.290058167109624,0.500058167109624,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.306575173164196,0.0919141964209842,0.254141668050789,0.25414167968553,0.841343039237322,0.303584210729409,0.0909376920507819,0.24949476030239,0.249495140258837,0.838933742770833,0.309214955712899,0.0928057714934022,0.258872122684967,0.258879696641784,0.843821103743643,evaluation_selection_50_percent_split,0.531847867844794,0.877297880890249,0.527134111874857,0.875981002086672,0.536331046265606,0.878745721354255,0.224527571254548,0.454527571254548,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.308496041380028,0.0924815611940461,0.255359512710231,0.25536982951007,0.840145116123706,0.305944334965638,0.0915666456661584,0.25077477504005,0.250801979476299,0.837677895114878,0.311265328801163,0.0933929805563983,0.260025886217191,0.260057160139296,0.8424903041087,evaluation_test_50_percent_split,0.534514346279052,0.876116563139981,0.529896714695275,0.874760952606887,0.539052124962359,0.877549879205419,0.224527571254548,0.454527571254548,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.286024686907387,0.0869766974535477,0.29420810922366,0.294424230644281,0.868427835119443,0.283401773557585,0.0860674437607352,0.289414611787925,0.289677644352405,0.866382448695159,0.288450598420142,0.0877956986771989,0.298917446540614,0.299099662832522,0.870481234447088,evaluation_selection_50_percent_split,0.554022576599176,0.882042517756077,0.549371080240769,0.880647933420157,0.5583682072972,0.88347571278486,0.251166377263609,0.501166377263609,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.288457591840839,0.0876976090519463,0.293878806808106,0.294009135869512,0.867283239423079,0.28598894820667,0.0868539635292888,0.289081099815572,0.289265775305991,0.865177889843548,0.290990482895194,0.0885270986142355,0.298784277701002,0.298896078027853,0.869399602970973,evaluation_test_50_percent_split,0.557120500782473,0.88059976083157,0.552729400652131,0.879229625899908,0.561752911848303,0.881950650935129,0.251166377263609,0.501166377263609,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.272205006998879,0.0829559242538295,0.326835573844601,0.326845883954636,0.883044359152163,0.269612417137755,0.0820845127141353,0.321798936458622,0.321820787608407,0.881201857403918,0.274560942403768,0.0837425483178981,0.331804584342065,0.331812014823191,0.884963557368051,evaluation_selection_50_percent_split,0.57667719671223,0.886341739732461,0.572146523913092,0.885000653597936,0.581087926775879,0.887765130792209,0.27021454594209,0.52021454594209,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.275561081980463,0.0840711981466009,0.32307784225695,0.323077844069055,0.881456905254526,0.273109717346106,0.0832562962314948,0.318159711495679,0.318165358932269,0.879501261339766,0.278010835073637,0.0849139765621867,0.328225805070571,0.328228004261049,0.883366945841921,evaluation_test_50_percent_split,0.578071123081704,0.883945213968598,0.57342121374175,0.882618410159333,0.582622066653372,0.885315590973571,0.27021454594209,0.52021454594209,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.26642534776044,0.0813712791554748,0.339694531392105,0.339698622906535,0.88909175528415,0.263948970399256,0.0804976036122412,0.334745293898653,0.334757046213919,0.8872943208121,0.268742412552958,0.0821553320799694,0.344657838611938,0.344659616358299,0.890901275431828,evaluation_selection_50_percent_split,0.586744579424881,0.888060460229776,0.582173409533195,0.886733777457165,0.591018356312123,0.889455044565696,0.290092698200341,0.500092698200341,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.269466398215871,0.0823126938897446,0.33723691839948,0.33723815697266,0.887476405233944,0.267085445417299,0.0815295448855206,0.332112236742794,0.332115764655512,0.885626115968056,0.271905084597366,0.0831399888569561,0.342302190729515,0.342306106248544,0.889306702895596,evaluation_test_50_percent_split,0.586763923714004,0.886530556913856,0.582066319317033,0.885145655510315,0.591163909246396,0.887900812882173,0.290092698200341,0.500092698200341,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.264264462151332,0.0807258004341223,0.344932413037847,0.344934707254964,0.89119189639127,0.26174716344831,0.0798565053419873,0.339906668669283,0.33991218302898,0.889398733858577,0.266556812796228,0.0815248223522354,0.349949676474112,0.349955010713223,0.893044904995873,evaluation_selection_50_percent_split,0.590506740909985,0.889503217154283,0.58618871083924,0.888171692915483,0.594893659101903,0.89095081554498,0.280084885391181,0.500084885391181,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.267638112735378,0.0817704076447919,0.341603283850911,0.341605871462054,0.889340168742054,0.265269430131568,0.0809780272505689,0.336554614224522,0.3365591208572,0.887428496479352,0.270071714595902,0.0825980819213169,0.346652733558611,0.346665164187017,0.891174093234226,evaluation_test_50_percent_split,0.589277987496456,0.887639252671279,0.584788803455298,0.886244910408668,0.593630010202163,0.889009387602942,0.280084885391181,0.500084885391181,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.306329086725428,0.0918672695660079,0.254522466525225,0.254522478154027,0.842021554914794,0.303366407200236,0.090905525516605,0.249988664568165,0.249989516667977,0.839648490408364,0.308963971440658,0.0927736667971018,0.259157080939668,0.259161150324451,0.844498999940887,evaluation_selection_50_percent_split,0.532155942908829,0.877491539537834,0.527320761987041,0.876184101593326,0.536572846163385,0.878953662327099,0.224187541638312,0.474187541638312,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.308199596681771,0.092438304070431,0.255707809226765,0.255718121201047,0.840997124652598,0.30559648659,0.0915429512727289,0.251181146913146,0.251185507834545,0.838568881946016,0.310910577909098,0.0933365334618463,0.260384019391325,0.260391467084879,0.843373450170193,evaluation_test_50_percent_split,0.534894627755337,0.876528087766099,0.530258862145415,0.875143307399213,0.539382558167984,0.877888539765383,0.224187541638312,0.474187541638312,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.286736684970114,0.0872098353739128,0.29231625935532,0.292532960081664,0.867707143409302,0.284091912314184,0.086303185372856,0.287591539964499,0.287855379744997,0.86564508231624,0.289115732232329,0.0880358181851807,0.296961270546678,0.297157217202969,0.869718760339967,evaluation_selection_50_percent_split,0.554744304411052,0.881195261172894,0.550157514151124,0.879815322272197,0.559101487561919,0.882642980600245,0.260944837545904,0.500944837545904,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.289301393554193,0.087987875111636,0.291541650543221,0.291672410974462,0.866528727054384,0.286843397862078,0.0871605964662499,0.286815675861606,0.286995792187143,0.864434398564558,0.29176882221696,0.0888315932231746,0.296600318382001,0.296715053714084,0.868629553391465,evaluation_test_50_percent_split,0.557796021093001,0.880047833685953,0.553298930004478,0.878634004521929,0.562484665830941,0.881461662849977,0.260944837545904,0.500944837545904,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.272334503535413,0.08293010577098,0.327045083705988,0.327055390607193,0.882882686896367,0.269763329677053,0.0820498766069387,0.32203629026246,0.322060558465356,0.881016470135299,0.27467995900232,0.0837403343928576,0.332040101887935,0.332047205103484,0.884776041638226,evaluation_selection_50_percent_split,0.5781840718934,0.886327215333892,0.573708752261587,0.884990849628902,0.582571004612071,0.887736203031726,0.290181709338173,0.530181709338173,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.275753593897413,0.0840995495095224,0.322849563533833,0.322849565346549,0.881310090336163,0.273335445509837,0.0832832835404124,0.317728624854252,0.317736729328293,0.879311589112597,0.278208871892173,0.0849300614748975,0.327836308587448,0.327837694100266,0.88320751128583,evaluation_test_50_percent_split,0.576911901885523,0.884259909270924,0.57233385999835,0.882932984425003,0.581281751940711,0.885572067644966,0.290181709338173,0.530181709338173,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.265993014959178,0.0812323456853515,0.340821938150942,0.340826022679512,0.889477427738705,0.263482123832777,0.0803704678409582,0.335919077668378,0.335935947400743,0.887694399812651,0.268309668980926,0.0820283782222517,0.345870750703134,0.345888322981056,0.891307561447793,evaluation_selection_50_percent_split,0.58741560563554,0.888559131247307,0.582950371084894,0.887256655805644,0.591964626865388,0.889953836619882,0.290097886131472,0.500097886131472,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.269362082672654,0.0822942513445045,0.337385413577299,0.337386651872972,0.887725584746095,0.266973147246665,0.0815109564005281,0.332398557723852,0.332400578453675,0.885853666773127,0.271783513532089,0.0831104083720837,0.342384282320829,0.342410628702425,0.889521289799249,evaluation_test_50_percent_split,0.588107811116877,0.886695166764303,0.583823133851022,0.885387970893105,0.592584348409987,0.888041336438327,0.290097886131472,0.500097886131472,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.264574621504082,0.0808162555455511,0.344198394777844,0.344200691565684,0.890799864730538,0.262118965113728,0.0799756214882935,0.339254517142041,0.339257927988587,0.888998048302115,0.266972789673764,0.0816155368272019,0.349190485494809,0.349191651676789,0.892648270818431,evaluation_selection_50_percent_split,0.589171726000031,0.889111058392924,0.584767429979822,0.887779413117469,0.593706934453876,0.890520530237377,0.300087529258832,0.490087529258832,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM_HO_EM_CH,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.26758690515238,0.081782645480581,0.34150474758176,0.341507335580167,0.889426006650017,0.265242684432189,0.0809748567656305,0.336465067789317,0.336466130644322,0.887592498445148,0.270003658206937,0.0826052001145269,0.346641784826113,0.346654100139653,0.891227406928051,evaluation_test_50_percent_split,0.588615882307633,0.887169630450886,0.584100423105196,0.885799374482568,0.593040695613544,0.888496555296806,0.300087529258832,0.490087529258832,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.313685997681902,0.0945556082544604,0.232707340157805,0.232707352126904,0.833302948007811,0.310799534948908,0.0935884319244947,0.228058475233741,0.228058851122832,0.830935440894921,0.316377649811022,0.0954743209058777,0.237370129384192,0.237372688151217,0.835808874469471,evaluation_selection_50_percent_split,0.510533025740651,0.873904013091325,0.505841866446941,0.87249502539349,0.515123589763418,0.875390464248193,0.224134825668808,0.464134825668808,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.315065152839561,0.0948809268675979,0.236040366263392,0.23605095072497,0.832626828319234,0.312432081993436,0.0939843461982664,0.231610828675601,0.231615625874095,0.83018675399979,0.317898363381468,0.0958178292520935,0.240714214018239,0.24073776719014,0.835092289774997,evaluation_test_50_percent_split,0.516227590648355,0.872519353761093,0.511650078513872,0.871153939258965,0.520868821527347,0.873889488692756,0.224134825668808,0.464134825668808,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.291915165270338,0.089065951099402,0.277254392605408,0.277475705444872,0.8618186853008,0.289274922461661,0.0881603998881816,0.272528512874845,0.272784782276174,0.859754048975412,0.294248373105611,0.0898729196896931,0.281841861036574,0.28206990242099,0.863918841385094,evaluation_selection_50_percent_split,0.540616246498599,0.879031125786133,0.535974544289888,0.87766559024735,0.54488489723453,0.880507772973967,0.261058760757884,0.501058760757884,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.294462178699109,0.0897866843204688,0.277058048098447,0.277191481773786,0.860528673254471,0.292064844455095,0.0889761230576124,0.272307456180012,0.272445612331885,0.858292097396979,0.297055554552227,0.0906408773577181,0.281820678631708,0.281933719108058,0.86269074343794,evaluation_test_50_percent_split,0.541927614060664,0.877486698071644,0.537527567264471,0.876116563139981,0.546631144352912,0.878857075076616,0.261058760757884,0.501058760757884,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.2799606407138,0.0856072384760049,0.30532089080078,0.305331530427261,0.875600138456579,0.277478482832882,0.0847397650218919,0.300366955040796,0.300401186495291,0.87367561176474,0.282315291020972,0.0864057313100776,0.310263712842378,0.310268424278995,0.877497487487544,evaluation_selection_50_percent_split,0.562446464798257,0.88303501832495,0.557820788918393,0.881669482786167,0.56690017643668,0.88449726215087,0.270350357959243,0.490350357959243,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.283261681818567,0.0865826502396741,0.3028562014645,0.302856203330738,0.873640681978248,0.280899265091897,0.0857654119354717,0.297912541427713,0.297916162689283,0.871664865116452,0.285754690166347,0.0874201279929219,0.307818765728506,0.307830002483074,0.875650823318784,evaluation_test_50_percent_split,0.56241105313093,0.880822468276293,0.557856437986637,0.879442408338942,0.566785625357275,0.882250700802231,0.270350357959243,0.490350357959243,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.273594233513589,0.0838302264602804,0.31974085278175,0.319745067937083,0.882706680415801,0.271100629374501,0.0829692287767134,0.314867585464911,0.314874659889087,0.880866098577772,0.275862977967398,0.0846084462418338,0.324554331150265,0.324555975285462,0.884535793746083,evaluation_selection_50_percent_split,0.574646286380904,0.885233043975038,0.570081649566081,0.883940372502409,0.578957713519872,0.88666139753763,0.270064297302711,0.490064297302711,evaluation_selection_50_percent_split,OSSC
prefer_official_train,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.276806718837575,0.0847353481301123,0.317730257711769,0.317731532739042,0.880652591257113,0.274473665246045,0.0839269121816804,0.312742424748983,0.312742889754512,0.878726756702385,0.279301707977272,0.0855438987257037,0.322683369420004,0.322686061703058,0.882539739455283,evaluation_test_50_percent_split,0.573415399183287,0.883485274680584,0.568992294028499,0.882100373277043,0.577896920675703,0.884860372115091,0.270064297302711,0.490064297302711,evaluation_selection_50_percent_split,OSSC
